Date,fdate,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-06-01 00:00:00-04:00,2023-06-01,54.45000076293945,55.70000076293945,54.45000076293945,55.70000076293945,2500,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,2023-06-02,55.70000076293945,55.70000076293945,55.70000076293945,55.70000076293945,0,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,2023-06-05,57.0,57.0,57.0,57.0,0,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,2023-06-06,57.0,57.0,57.0,57.0,0,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,2023-06-07,57.0,57.0,57.0,57.0,0,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,2023-06-08,57.0,57.0,57.0,57.0,0,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,2023-06-09,56.900001525878906,57.0,56.900001525878906,57.0,800,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,2023-06-12,57.0,57.0,57.0,57.0,0,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,2023-06-13,57.0,57.0,57.0,57.0,0,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,2023-06-14,55.400001525878906,57.0,55.400001525878906,56.900001525878906,900,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,2023-06-15,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,0,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,2023-06-16,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,0,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,2023-06-20,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,0,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,2023-06-21,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,0,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,2023-06-22,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,0,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,2023-06-23,56.900001525878906,56.900001525878906,56.900001525878906,56.900001525878906,0,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,2023-06-26,56.79999923706055,56.79999923706055,56.79999923706055,56.79999923706055,100,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,2023-06-27,58.29999923706055,58.5,58.29999923706055,58.5,2500,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,2023-06-28,58.5,58.5,58.5,58.5,0,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,2023-06-29,58.5,58.5,58.5,58.5,0,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,2023-06-30,58.5,58.5,58.5,58.5,0,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,2023-07-03,58.5,58.5,58.5,58.5,0,0.0,0.0,0.0
2023-07-05 00:00:00-04:00,2023-07-05,58.5,58.5,58.5,58.5,0,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,2023-07-06,58.141998291015625,58.141998291015625,58.141998291015625,58.141998291015625,0,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,2023-07-07,57.400001525878906,57.400001525878906,57.400001525878906,57.400001525878906,600,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,2023-07-10,57.70000076293945,58.0,57.70000076293945,58.0,800,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,2023-07-11,58.0,58.0,58.0,58.0,0,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,2023-07-12,58.0,58.0,58.0,58.0,0,0.0,0.0,0.0
