Date,fdate,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-06-01 00:00:00-04:00,2023-06-01,13.289999961853027,14.390000343322754,13.100000381469728,14.18000030517578,126000,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,2023-06-02,14.479999542236328,14.899999618530272,14.277999877929688,14.720000267028809,121000,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,2023-06-05,14.600000381469728,14.960000038146973,14.329999923706056,14.65999984741211,119800,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,2023-06-06,14.31999969482422,14.5600004196167,13.90999984741211,14.109999656677246,123100,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,2023-06-07,14.100000381469728,14.25,13.993000030517578,14.140000343322754,63600,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,2023-06-08,14.0,14.270000457763672,13.949999809265137,14.029999732971191,49400,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,2023-06-09,14.0,14.300000190734863,14.0,14.100000381469728,48400,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,2023-06-12,14.149999618530272,14.197999954223633,13.920000076293944,14.0600004196167,97500,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,2023-06-13,13.979999542236328,14.65999984741211,13.82699966430664,14.31999969482422,107400,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,2023-06-14,14.399999618530272,14.75,14.010000228881836,14.100000381469728,187000,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,2023-06-15,14.100000381469728,14.300000190734863,14.100000381469728,14.175000190734863,95500,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,2023-06-16,14.130000114440918,14.239999771118164,13.3100004196167,13.350000381469728,278900,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,2023-06-20,13.350000381469728,13.9399995803833,13.350000381469728,13.720000267028809,62200,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,2023-06-21,13.640000343322754,13.90999984741211,13.25,13.56999969482422,70100,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,2023-06-22,13.34000015258789,13.699999809265137,13.34000015258789,13.510000228881836,32700,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,2023-06-23,13.380000114440918,13.449999809265137,13.300000190734863,13.34000015258789,41600,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,2023-06-26,13.170000076293944,13.56999969482422,13.079999923706056,13.34000015258789,72300,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,2023-06-27,13.300000190734863,13.565999984741213,13.119999885559082,13.199999809265137,47300,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,2023-06-28,13.100000381469728,13.385000228881836,13.100000381469728,13.300000190734863,36600,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,2023-06-29,13.18000030517578,13.520000457763672,13.18000030517578,13.34000015258789,57600,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,2023-06-30,13.34000015258789,13.9399995803833,13.34000015258789,13.880000114440918,403600,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,2023-07-03,13.699999809265137,14.140000343322754,13.649999618530272,14.06999969482422,72600,0.0,0.0,0.0
2023-07-05 00:00:00-04:00,2023-07-05,13.850000381469728,14.199999809265137,13.739999771118164,14.050000190734863,108300,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,2023-07-06,13.93000030517578,13.949999809265137,13.670000076293944,13.8100004196167,78900,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,2023-07-07,13.720000267028809,14.029999732971191,13.720000267028809,13.890000343322754,101400,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,2023-07-10,13.84000015258789,13.979999542236328,13.770000457763672,13.899999618530272,67000,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,2023-07-11,13.880000114440918,14.039999961853027,13.880000114440918,14.0,78400,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,2023-07-12,14.050000190734863,14.399999618530272,14.050000190734863,14.380000114440918,135100,0.0,0.0,0.0
2023-07-13 00:00:00-04:00,2023-07-13,14.399999618530272,14.486000061035156,14.225000381469728,14.4399995803833,86200,0.0,0.0,0.0
2023-07-14 00:00:00-04:00,2023-07-14,14.470000267028809,14.489999771118164,14.097000122070312,14.220000267028809,38600,0.0,0.0,0.0
2023-07-17 00:00:00-04:00,2023-07-17,14.220000267028809,14.300000190734863,13.6899995803833,13.710000038146973,96100,0.0,0.0,0.0
2023-07-18 00:00:00-04:00,2023-07-18,13.739999771118164,13.920000076293944,13.359999656677246,13.779999732971191,73600,0.0,0.0,0.0
2023-07-19 00:00:00-04:00,2023-07-19,13.890000343322754,14.399999618530272,13.890000343322754,14.399999618530272,76300,0.0,0.0,0.0
